support,itemsets,length
0.10226442658875091,"frozenset({587, 150})",2
0.1499735029146794,"frozenset({588, 150})",2
0.1654707171400335,"frozenset({590, 150})",2
0.1271860095389507,"frozenset({592, 150})",2
0.12586831664733095,"frozenset({595, 150})",2
0.16637305031581662,"frozenset({608, 150})",2
0.09344161331442731,"frozenset({150, 750})",2
0.15525859722998037,"frozenset({858, 150})",2
0.10064595597187012,"frozenset({912, 150})",2
0.09442988298314213,"frozenset({1073, 150})",2
0.08282845643735946,"frozenset({1090, 150})",2
0.12055457683438606,"frozenset({1213, 150})",2
0.1112161446024721,"frozenset({1246, 150})",2
0.10024491900485541,"frozenset({1259, 150})",2
0.15061802661166732,"frozenset({1265, 150})",2
0.10305217777395838,"frozenset({1387, 150})",2
0.13615205030149385,"frozenset({1580, 150})",2
0.09570460762829602,"frozenset({1584, 150})",2
0.08804193700855067,"frozenset({1732, 150})",2
0.09321244933327605,"frozenset({1923, 150})",2
0.1285896389235022,"frozenset({1961, 150})",2
0.09226714791102708,"frozenset({1968, 150})",2
0.17148627164525415,"frozenset({2028, 150})",2
0.09871238488090635,"frozenset({2115, 150})",2
0.08925937065841677,"frozenset({2268, 150})",2
0.08891562468668987,"frozenset({2291, 150})",2
0.0919234019393002,"frozenset({2502, 150})",2
0.16638737306463858,"frozenset({2762, 150})",2
0.08343001188788152,"frozenset({150, 2791})",2
0.14706598490382275,"frozenset({150, 2959})",2
0.09805353843509647,"frozenset({3114, 150})",2
0.0822555464844813,"frozenset({4011, 150})",2
0.1267563270742921,"frozenset({4226, 150})",2
0.1521505607356164,"frozenset({4993, 150})",2
0.11707414887065126,"frozenset({4995, 150})",2
0.08099514458814935,"frozenset({8665, 150})",2
0.1007462152136238,"frozenset({8961, 150})",2
0.10129047966885804,"frozenset({296, 161})",2
0.11839184176227102,"frozenset({161, 318})",2
0.09432962374138845,"frozenset({161, 527})",2
0.08431802231484266,"frozenset({161, 590})",2
0.08059410762113464,"frozenset({296, 163})",2
0.0921668886692734,"frozenset({293, 165})",2
0.142640255517839,"frozenset({296, 165})",2
0.14424440338589783,"frozenset({165, 318})",2
0.09367077729557857,"frozenset({364, 165})",2
0.11001303370142798,"frozenset({380, 165})",2
0.10560162706426618,"frozenset({165, 527})",2
0.0849911915094745,"frozenset({588, 165})",2
0.08351594838081325,"frozenset({165, 590})",2
0.09342729056560535,"frozenset({592, 165})",2
0.08467609103539152,"frozenset({608, 165})",2
0.09069164554061215,"frozenset({858, 165})",2
0.08907317492373136,"frozenset({1265, 165})",2
0.08202638250333004,"frozenset({1370, 165})",2
0.09677881378994256,"frozenset({1580, 165})",2
0.10226442658875091,"frozenset({2028, 165})",2
0.10063163322304816,"frozenset({2762, 165})",2
0.10163422564058494,"frozenset({165, 2959})",2
0.08032197539351753,"frozenset({4226, 165})",2
0.0976668242169037,"frozenset({4993, 165})",2
0.10066027872069208,"frozenset({293, 223})",2
0.1841475816038614,"frozenset({296, 223})",2
0.16269210386857447,"frozenset({318, 223})",2
0.1201678626161933,"frozenset({527, 223})",2
0.10255088156518999,"frozenset({541, 223})",2
0.08128159956458844,"frozenset({588, 223})",2
0.08444692705424026,"frozenset({592, 223})",2
0.1352783626233547,"frozenset({608, 223})",2
0.08430369956602071,"frozenset({750, 223})",2
0.11355075266045059,"frozenset({858, 223})",2
0.10339592374568528,"frozenset({1213, 223})",2
0.08384537160371819,"frozenset({1259, 223})",2
0.11355075266045059,"frozenset({1265, 223})",2
0.08636617539638207,"frozenset({1580, 223})",2
0.09952878156375772,"frozenset({1732, 223})",2
0.086079720419943,"frozenset({1968, 223})",2
0.10618885976596629,"frozenset({2028, 223})",2
0.10024491900485541,"frozenset({2502, 223})",2
0.11469657256620691,"frozenset({2762, 223})",2
0.13217032612899068,"frozenset({223, 2959})",2
0.08102379008579326,"frozenset({4011, 223})",2
0.10623182801243215,"frozenset({4226, 223})",2
0.10484252137670262,"frozenset({4993, 223})",2
0.10654692848651513,"frozenset({296, 231})",2
0.1045990346467294,"frozenset({318, 231})",2
0.08089488534639568,"frozenset({2762, 231})",2
0.08638049814520403,"frozenset({2959, 231})",2
0.10656125123533709,"frozenset({296, 235})",2
0.09176585170225869,"frozenset({235, 318})",2
0.09147939672581962,"frozenset({608, 235})",2
0.08358756212492302,"frozenset({293, 253})",2
0.13659605551497445,"frozenset({296, 253})",2
0.1281599564588436,"frozenset({253, 318})",2
0.08711095833512368,"frozenset({364, 253})",2
0.10352482848508286,"frozenset({253, 527})",2
0.08142482705280797,"frozenset({592, 253})",2
0.08171128202924706,"frozenset({608, 253})",2
0.08037926638880534,"frozenset({858, 253})",2
0.08020739340294189,"frozenset({2028, 253})",2
0.09673584554347671,"frozenset({2762, 253})",2
0.10015898251192369,"frozenset({253, 2959})",2
0.09480227445251292,"frozenset({4993, 253})",2
0.09079190478236583,"frozenset({292, 318})",2
0.24719632191810254,"frozenset({296, 293})",2
0.22926424039301624,"frozenset({293, 318})",2
0.11160285882066487,"frozenset({364, 293})",2
0.09755224222632808,"frozenset({380, 293})",2
0.17354874747561552,"frozenset({293, 527})",2
0.14974433893352812,"frozenset({541, 293})",2
0.0965782953064352,"frozenset({588, 293})",2
0.0989129033644137,"frozenset({293, 590})",2
0.1035105057362609,"frozenset({592, 293})",2
0.1667454417851874,"frozenset({608, 293})",2
0.10488548962316847,"frozenset({293, 750})",2
0.16899411335023418,"frozenset({858, 293})",2
0.08954582563485584,"frozenset({912, 293})",2
0.08547816496942093,"frozenset({1090, 293})",2
0.14155172660737048,"frozenset({293, 1213})",2
0.09567596213065212,"frozenset({293, 1246})",2
0.09110700525644881,"frozenset({1259, 293})",2
0.13778484366719662,"frozenset({1265, 293})",2
0.08967473037425343,"frozenset({1387, 293})",2
0.1150403185379338,"frozenset({1580, 293})",2
0.12247382517652788,"frozenset({1732, 293})",2
0.08195476875922027,"frozenset({1923, 293})",2
0.10982683796674257,"frozenset({1961, 293})",2
0.08239877397270085,"frozenset({1968, 293})",2
0.15412710007304603,"frozenset({2028, 293})",2
0.0899611853506925,"frozenset({2115, 293})",2
0.09620590383706441,"frozenset({2291, 293})",2
0.08609404316876496,"frozenset({2324, 293})",2
0.09610564459531074,"frozenset({293, 2502})",2
0.16277804036150617,"frozenset({2762, 293})",2
0.19582062189375385,"frozenset({293, 2959})",2
0.08030765264469557,"frozenset({3114, 293})",2
0.1275011100130337,"frozenset({4011, 293})",2
0.16508400292184075,"frozenset({4226, 293})",2
0.16728970624042167,"frozenset({4993, 293})",2
0.11360804365573841,"frozenset({4995, 293})",2
0.0892164024119509,"frozenset({6016, 293})",2
0.0819118005127544,"frozenset({8665, 293})",2
0.0836878213666767,"frozenset({8874, 293})",2
0.0996290408055114,"frozenset({8961, 293})",2
0.09813947492802819,"frozenset({293, 44191})",2
0.0899325398530486,"frozenset({48780, 293})",2
0.4273048883541729,"frozenset({296, 318})",2
0.20415646170813104,"frozenset({296, 364})",2
0.16554233088414327,"frozenset({296, 380})",2
0.09054841805239261,"frozenset({296, 454})",2
0.12023947636030306,"frozenset({296, 500})",2
0.12636961285609935,"frozenset({296, 508})",2
0.09225282516220513,"frozenset({296, 509})",2
0.3359830418653948,"frozenset({296, 527})",2
0.25134991907646914,"frozenset({296, 541})",2
0.091049714261161,"frozenset({296, 586})",2
0.10507168535785388,"frozenset({296, 587})",2
0.18277259771695384,"frozenset({296, 588})",2
0.18984803563499908,"frozenset({296, 590})",2
0.18174135980177317,"frozenset({592, 296})",2
0.08254200146092038,"frozenset({296, 594})",2
0.14000486973459947,"frozenset({296, 595})",2
0.330640656554806,"frozenset({608, 296})",2
0.08481931852361105,"frozenset({296, 745})",2
0.19255503516234837,"frozenset({296, 750})",2
0.31388304043311993,"frozenset({296, 858})",2
0.11598561996018276,"frozenset({296, 903})",2
0.17296151477391541,"frozenset({296, 912})",2
0.14024835646457268,"frozenset({296, 923})",2
0.1456193872728054,"frozenset({296, 1073})",2
0.1390309228147066,"frozenset({296, 1090})",2
0.25712198685171656,"frozenset({296, 1213})",2
0.16107363325169366,"frozenset({296, 1246})",2
0.09130752373995617,"frozenset({296, 1250})",2
0.12801672897062405,"frozenset({296, 1252})",2
0.1648548389406895,"frozenset({296, 1259})",2
0.08569300620175024,"frozenset({296, 1262})",2
0.24299975651327002,"frozenset({296, 1265})",2
0.12707142754837508,"frozenset({296, 1266})",2
0.10418367493089274,"frozenset({296, 1278})",2
0.10010169151663588,"frozenset({296, 1358})",2
0.08520603274180381,"frozenset({296, 1370})",2
0.08467609103539152,"frozenset({296, 1374})",2
0.15944083988599092,"frozenset({296, 1387})",2
0.09818244317449405,"frozenset({296, 1573})",2
0.20028931952620346,"frozenset({296, 1580})",2
0.12261705266474741,"frozenset({296, 1584})",2
0.09314083558916628,"frozenset({296, 1639})",2
0.0976381787192598,"frozenset({296, 1641})",2
0.08049384837938096,"frozenset({296, 1645})",2
0.10746358441112018,"frozenset({296, 1673})",2
0.08542087397413312,"frozenset({296, 1676})",2
0.1071771294346811,"frozenset({296, 1729})",2
0.20485827640040677,"frozenset({296, 1732})",2
0.15256592045145304,"frozenset({296, 1923})",2
0.11274867872642118,"frozenset({296, 1954})",2
0.18917486644036724,"frozenset({296, 1961})",2
0.15047479912344777,"frozenset({1968, 296})",2
0.10315243701571206,"frozenset({296, 1997})",2
0.10123318867357023,"frozenset({296, 2019})",2
0.27379366648047093,"frozenset({296, 2028})",2
0.14696572566206906,"frozenset({296, 2115})",2
0.10872398630745213,"frozenset({296, 2268})",2
0.16241997164095734,"frozenset({296, 2291})",2
0.14282645125252438,"frozenset({296, 2324})",2
0.10525788109253928,"frozenset({296, 2355})",2
0.1665019550552142,"frozenset({296, 2502})",2
0.28447843710164855,"frozenset({296, 2762})",2
0.13148283418553688,"frozenset({296, 2791})",2
0.33274610063163323,"frozenset({296, 2959})",2
0.11375127114395794,"frozenset({296, 3052})",2
0.08735444506509689,"frozenset({296, 3081})",2
0.1417952133373437,"frozenset({296, 3114})",2
0.10607427777539065,"frozenset({296, 3527})",2
0.18994829487675274,"frozenset({296, 4011})",2
0.2710723442042997,"frozenset({296, 4226})",2
0.2774173219324253,"frozenset({296, 4993})",2
0.18410461335739556,"frozenset({296, 4995})",2
0.09029060857359744,"frozenset({296, 5902})",2
0.13383176499233734,"frozenset({6016, 296})",2
0.10465632564201721,"frozenset({8368, 296})",2
0.12194388347011559,"frozenset({296, 8665})",2
0.128962030392873,"frozenset({296, 8874})",2
0.1636803735372893,"frozenset({296, 8961})",2
0.10087511995302138,"frozenset({296, 30707})",2
0.08416047207780117,"frozenset({296, 33166})",2
0.1468224981738495,"frozenset({296, 44191})",2
0.12062619057849583,"frozenset({296, 46578})",2
0.12920551712284623,"frozenset({296, 48780})",2
0.1010899611853507,"frozenset({296, 68954})",2
0.22544006645755454,"frozenset({364, 318})",2
0.1733339062432862,"frozenset({380, 318})",2
0.09455878772253971,"frozenset({440, 318})",2
0.1082370128475057,"frozenset({318, 454})",2
0.14119365788682164,"frozenset({500, 318})",2
0.14272619201077072,"frozenset({508, 318})",2
0.08776980478093356,"frozenset({509, 318})",2
0.3605608788438677,"frozenset({318, 527})",2
0.22164453801973674,"frozenset({541, 318})",2
0.10100402469241897,"frozenset({586, 318})",2
0.12539566593620646,"frozenset({587, 318})",2
0.1991291768716252,"frozenset({588, 318})",2
0.21237771953193257,"frozenset({318, 590})",2
0.17442243515375472,"frozenset({592, 318})",2
0.08787006402268724,"frozenset({594, 318})",2
0.1582950199802346,"frozenset({595, 318})",2
0.29778427075724373,"frozenset({608, 318})",2
0.16953837780546843,"frozenset({318, 750})",2
0.29712542431143385,"frozenset({858, 318})",2
0.10762113464816167,"frozenset({318, 903})",2
0.17036909723714175,"frozenset({912, 318})",2
0.0816683137827812,"frozenset({920, 318})",2
0.12889041664876322,"frozenset({923, 318})",2
0.14526131855225655,"frozenset({1073, 318})",2
0.13457654793107893,"frozenset({1090, 318})",2
0.23486443518240022,"frozenset({1213, 318})",2
0.17506695885074264,"frozenset({1246, 318})",2
0.09441556023432017,"frozenset({1250, 318})",2
0.11313539294461393,"frozenset({1252, 318})",2
0.17267505979747633,"frozenset({1259, 318})",2
0.09146507397699767,"frozenset({1262, 318})",2
0.24630831149114138,"frozenset({1265, 318})",2
0.12129935977312765,"frozenset({1266, 318})",2
0.09991549578195047,"frozenset({1278, 318})",2
0.10193500336584597,"frozenset({1358, 318})",2
0.0859221701829015,"frozenset({1370, 318})",2
0.08510577350005014,"frozenset({1374, 318})",2
0.156619258368066,"frozenset({1387, 318})",2
0.0965210043111474,"frozenset({1573, 318})",2
0.20157836692017933,"frozenset({1580, 318})",2
0.13020810954038298,"frozenset({1584, 318})",2
0.08619430241051863,"frozenset({318, 1639})",2
0.09581918961887165,"frozenset({1641, 318})",2
0.09494550194073247,"frozenset({1673, 318})",2
0.08582191094114783,"frozenset({1729, 318})",2
0.17553960956186712,"frozenset({1732, 318})",2
0.14742405362437158,"frozenset({1923, 318})",2
0.11499735029146795,"frozenset({1954, 318})",2
0.2032970967788138,"frozenset({1961, 318})",2
0.15259456594909696,"frozenset({1968, 318})",2
0.09579054412122774,"frozenset({1997, 318})",2
0.08990389435540469,"frozenset({2019, 318})",2
0.28533780203096576,"frozenset({2028, 318})",2
0.1487560692648133,"frozenset({2115, 318})",2
0.1241782322863404,"frozenset({2268, 318})",2
0.1540698090777582,"frozenset({2291, 318})",2
0.08310058866497658,"frozenset({2321, 318})",2
0.15150603703862844,"frozenset({2324, 318})",2
0.11270571047995531,"frozenset({2355, 318})",2
0.16260616737564274,"frozenset({2502, 318})",2
0.2945616522723041,"frozenset({2762, 318})",2
0.12867557541643393,"frozenset({318, 2791})",2
0.3094143428006703,"frozenset({318, 2959})",2
0.10650396024004927,"frozenset({3052, 318})",2
0.08152508629456165,"frozenset({3081, 318})",2
0.15331070339019465,"frozenset({3114, 318})",2
0.08047952563055902,"frozenset({318, 3175})",2
0.10275140004869734,"frozenset({318, 3527})",2
0.1741073346796717,"frozenset({4011, 318})",2
0.2586831664733096,"frozenset({4226, 318})",2
0.2803964536873917,"frozenset({4993, 318})",2
0.20057577450264255,"frozenset({4995, 318})",2
0.08186883226628855,"frozenset({318, 5902})",2
0.12360532233346223,"frozenset({6016, 318})",2
0.11433850384565807,"frozenset({8368, 318})",2
0.13249974935189562,"frozenset({8665, 318})",2
0.1206978043226056,"frozenset({8874, 318})",2
0.17276099629040806,"frozenset({8961, 318})",2
0.10646099199358341,"frozenset({30707, 318})",2
0.08852891046849712,"frozenset({33166, 318})",2
0.1450608000687492,"frozenset({318, 44191})",2
0.1166874346524585,"frozenset({46578, 318})",2
0.1355504948509718,"frozenset({48780, 318})",2
0.0802360389005858,"frozenset({49530, 318})",2
0.10813675360575202,"frozenset({68954, 318})",2
0.11191795929474785,"frozenset({380, 364})",2
0.12061186782967387,"frozenset({364, 500})",2
0.08596513842936736,"frozenset({364, 508})",2
0.1802088256778241,"frozenset({364, 527})",2
0.10618885976596629,"frozenset({364, 541})",2
0.08967473037425343,"frozenset({586, 364})",2
0.0976668242169037,"frozenset({587, 364})",2
0.20033228777266934,"frozenset({364, 588})",2
0.12744381901774587,"frozenset({364, 590})",2
0.11771867256763918,"frozenset({592, 364})",2
0.08983228061129492,"frozenset({594, 364})",2
0.1706985204600467,"frozenset({595, 364})",2
0.12755840100832153,"frozenset({608, 364})",2
0.13878743608473337,"frozenset({858, 364})",2
0.08630888440109426,"frozenset({912, 364})",2
0.10598834128245893,"frozenset({1073, 364})",2
0.09955742706140162,"frozenset({364, 1213})",2
0.10141938440825564,"frozenset({364, 1246})",2
0.08795600051561896,"frozenset({1259, 364})",2
0.13466248442401066,"frozenset({1265, 364})",2
0.08968905312307537,"frozenset({1387, 364})",2
0.13967544651169453,"frozenset({364, 1580})",2
0.08354459387845715,"frozenset({364, 1732})",2
0.08708231283747978,"frozenset({1923, 364})",2
0.11091536687721107,"frozenset({1961, 364})",2
0.09155101046992939,"frozenset({1968, 364})",2
0.1450894455663931,"frozenset({364, 2028})",2
0.09937123132671623,"frozenset({2115, 364})",2
0.09739469198928659,"frozenset({2291, 364})",2
0.09639209957174981,"frozenset({2355, 364})",2
0.08672424411693092,"frozenset({364, 2502})",2
0.16282100860797205,"frozenset({2762, 364})",2
0.15667654936335382,"frozenset({364, 2959})",2
0.11887881522221745,"frozenset({3114, 364})",2
0.08380240335725232,"frozenset({4011, 364})",2
0.12755840100832153,"frozenset({4226, 364})",2
0.1677480342027242,"frozenset({4993, 364})",2
0.11400908062275313,"frozenset({4995, 364})",2
0.08897291568197768,"frozenset({8368, 364})",2
0.11906501095690285,"frozenset({8961, 364})",2
0.08638049814520403,"frozenset({364, 44191})",2
0.08967473037425343,"frozenset({380, 500})",2
0.13477706641458628,"frozenset({380, 527})",2
0.09291167160801501,"frozenset({380, 541})",2
0.08374511236196451,"frozenset({587, 380})",2
0.10928257351150833,"frozenset({380, 588})",2
0.1104713616637305,"frozenset({380, 590})",2
0.11085807588192326,"frozenset({592, 380})",2
0.08391698534782796,"frozenset({595, 380})",2
0.10820836734986179,"frozenset({608, 380})",2
0.10409773843796101,"frozenset({858, 380})",2
0.08159670003867142,"frozenset({380, 1213})",2
0.11290622896346267,"frozenset({1265, 380})",2
0.11754679958177573,"frozenset({380, 1580})",2
0.08016442515647602,"frozenset({1961, 380})",2
0.11693092138243172,"frozenset({380, 2028})",2
0.08454718629599393,"frozenset({2115, 380})",2
0.11809106403700999,"frozenset({2762, 380})",2
0.10265114080694367,"frozenset({380, 2959})",2
0.08471905928185737,"frozenset({4226, 380})",2
0.10309514602042424,"frozenset({4993, 380})",2
0.08961743937896562,"frozenset({454, 527})",2
0.11604291095547058,"frozenset({500, 527})",2
0.0890302066772655,"frozenset({587, 500})",2
0.1089817957862473,"frozenset({588, 500})",2
0.09338432231913948,"frozenset({500, 590})",2
0.08994686260187056,"frozenset({595, 500})",2
0.09016170383419986,"frozenset({1265, 500})",2
0.09014738108537791,"frozenset({500, 1580})",2
0.08295736117675705,"frozenset({500, 2028})",2
0.09560434838654235,"frozenset({2762, 500})",2
0.0813245678110543,"frozenset({500, 2959})",2
0.08563571520646242,"frozenset({4993, 500})",2
0.12884744840229737,"frozenset({508, 527})",2
0.09146507397699767,"frozenset({508, 590})",2
0.0921668886692734,"frozenset({608, 508})",2
0.08209799624743981,"frozenset({858, 508})",2
0.08456150904481588,"frozenset({2762, 508})",2
0.08670992136810897,"frozenset({509, 527})",2
0.1867972901359229,"frozenset({541, 527})",2
0.10706254744410547,"frozenset({587, 527})",2
0.15800856500379554,"frozenset({588, 527})",2
0.18533636975608359,"frozenset({590, 527})",2
0.1358942408226987,"frozenset({592, 527})",2
0.08185450951746659,"frozenset({594, 527})",2
0.13363124650883,"frozenset({595, 527})",2
0.24957389822254686,"frozenset({608, 527})",2
0.14812586831664734,"frozenset({750, 527})",2
0.24898666552084675,"frozenset({858, 527})",2
0.09809650668156232,"frozenset({527, 903})",2
0.15765049628324668,"frozenset({912, 527})",2
